price,transmission,mileage,fuelType,tax,mpg,engineSize
22995.00,3.00,34000.00,2.00,555.00,28.50,4.10
5290.00,1.00,87000.00,2.00,30.00,64.20,2.00
37950.00,2.00,34003.00,2.00,145.00,47.90,3.00
23950.00,2.00,18515.00,1.00,200.00,40.40,2.00
19950.00,1.00,15261.00,2.00,30.00,62.80,2.00
27950.00,2.00,9859.00,2.00,145.00,47.10,2.00
18450.00,1.00,39087.00,2.00,145.00,56.50,2.00
32450.00,2.00,3306.00,2.00,145.00,51.40,2.00
32950.00,2.00,2000.00,2.00,145.00,45.60,2.00
30950.00,2.00,615.00,2.00,145.00,51.40,2.00
28950.00,2.00,1406.00,1.00,145.00,44.10,1.50
23450.00,2.00,3700.00,1.00,145.00,40.90,2.00
29450.00,1.00,2298.00,2.00,145.00,42.80,2.00
35950.00,2.00,978.00,2.00,145.00,48.70,2.00
7490.00,1.00,49547.00,2.00,0.00,74.30,1.60
4490.00,1.00,107304.00,2.00,125.00,57.60,2.00
8275.00,1.00,60000.00,1.00,125.00,52.30,1.40
6975.00,1.00,56472.00,2.00,20.00,68.90,2.00
6575.00,1.00,75000.00,2.00,0.00,74.30,1.60
6990.00,1.00,49879.00,1.00,265.00,36.70,2.00
10475.00,1.00,75261.00,2.00,125.00,60.10,2.00
9999.00,1.00,51514.00,2.00,30.00,62.80,2.00
12299.00,1.00,19323.00,1.00,20.00,61.40,1.40
8999.00,2.00,83587.00,2.00,145.00,53.30,2.00
7999.00,1.00,73643.00,1.00,30.00,56.50,1.20
9999.00,1.00,51395.00,2.00,0.00,80.70,1.60
14999.00,1.00,46107.00,1.00,200.00,40.90,2.00
18999.00,2.00,47506.00,2.00,30.00,61.40,2.00
25999.00,2.00,25531.00,1.00,145.00,40.90,2.00
11999.00,1.00,23640.00,1.00,30.00,55.40,1.40
12499.00,2.00,31244.00,2.00,30.00,64.20,2.00
9099.00,2.00,75309.00,1.00,200.00,39.80,2.00
9999.00,1.00,39828.00,1.00,30.00,57.60,1.20
12599.00,1.00,26586.00,1.00,30.00,56.50,1.40
19999.00,2.00,15003.00,1.00,145.00,47.90,1.40
14999.00,2.00,22739.00,2.00,145.00,72.40,1.60
17799.00,1.00,12205.00,2.00,30.00,62.80,2.00
15399.00,2.00,50497.00,1.00,160.00,43.50,1.80
11899.00,1.00,35425.00,2.00,0.00,74.30,1.60
15282.00,2.00,17456.00,1.00,30.00,58.90,1.40
14799.00,1.00,17418.00,2.00,0.00,74.30,2.00
11499.00,1.00,15224.00,2.00,0.00,76.30,1.60
9216.00,1.00,63769.00,2.00,20.00,68.90,2.00
14999.00,1.00,33207.00,2.00,20.00,67.30,2.00
10349.00,1.00,31509.00,1.00,0.00,67.30,1.00
8999.00,1.00,44775.00,1.00,125.00,52.30,1.40
12521.00,1.00,30006.00,1.00,30.00,58.90,1.40
12599.00,1.00,52384.00,2.00,30.00,62.80,2.00
11299.00,1.00,12730.00,1.00,30.00,57.60,1.40
3495.00,2.00,105000.00,1.00,300.00,34.00,2.00
6195.00,1.00,168017.00,2.00,200.00,42.10,2.00
11999.00,2.00,43269.00,1.00,145.00,47.10,2.00
14800.00,1.00,63332.00,2.00,125.00,58.90,2.00
15250.00,1.00,28418.00,2.00,145.00,54.30,2.00
16999.00,2.00,49530.00,2.00,160.00,50.40,2.00
17799.00,2.00,26360.00,1.00,145.00,47.90,1.40
12699.00,2.00,69212.00,2.00,125.00,60.10,2.00
14699.00,2.00,76597.00,2.00,200.00,47.90,3.00
19999.00,2.00,37459.00,1.00,260.00,35.80,2.00
11899.00,1.00,17271.00,1.00,30.00,55.40,1.40
13999.00,1.00,51034.00,2.00,125.00,60.10,2.00
10799.00,2.00,44880.00,1.00,30.00,56.50,1.40
15299.00,2.00,58231.00,1.00,160.00,44.10,2.00
14799.00,1.00,34897.00,1.00,160.00,46.30,2.00
15099.00,1.00,80521.00,2.00,200.00,47.90,2.00
12499.00,2.00,70248.00,2.00,20.00,70.60,2.00
16999.00,1.00,26258.00,1.00,145.00,47.10,2.00
9299.00,1.00,77295.00,2.00,235.00,43.50,2.00
13995.00,1.00,13291.00,2.00,145.00,74.30,1.60
13799.00,1.00,38200.00,2.00,30.00,61.40,2.00
15699.00,1.00,56653.00,2.00,30.00,61.40,2.00
15799.00,2.00,80232.00,2.00,125.00,61.40,2.00
12199.00,2.00,57873.00,2.00,125.00,58.90,2.00
14999.00,2.00,45194.00,2.00,20.00,67.30,2.00
22745.00,3.00,22445.00,1.00,160.00,43.50,2.00
5000.00,1.00,63241.00,1.00,200.00,41.50,1.60
9799.00,2.00,51476.00,1.00,125.00,53.30,1.40
14299.00,2.00,34078.00,2.00,125.00,58.90,2.00
11999.00,2.00,29460.00,2.00,30.00,64.20,2.00
5899.00,1.00,85246.00,2.00,30.00,65.70,1.60
8399.00,1.00,83297.00,2.00,145.00,56.50,2.00
10800.00,1.00,79651.00,2.00,145.00,54.30,2.00
10200.00,1.00,88151.00,2.00,20.00,70.60,2.00
12995.00,2.00,45411.00,2.00,125.00,58.90,2.00
14000.00,3.00,56441.00,1.00,265.00,36.70,2.00
7000.00,1.00,49525.00,2.00,20.00,68.90,1.60
2995.00,1.00,136000.00,2.00,205.00,48.70,2.00
4495.00,1.00,119000.00,1.00,260.00,37.70,2.00
5495.00,1.00,108000.00,1.00,160.00,42.80,2.00
8395.00,1.00,85000.00,2.00,200.00,48.70,2.00
14729.00,1.00,44328.00,2.00,20.00,70.60,2.00
5495.00,1.00,89000.00,2.00,220.00,43.40,2.00
8495.00,1.00,83000.00,2.00,230.00,42.10,2.00
5495.00,2.00,82000.00,1.00,260.00,36.70,2.00
11099.00,2.00,82397.00,2.00,300.00,37.60,3.00
18999.00,2.00,52287.00,2.00,125.00,58.90,2.00
9495.00,1.00,62000.00,2.00,235.00,42.10,2.00
25449.00,2.00,30500.00,2.00,280.00,38.20,3.00
31250.00,2.00,25500.00,1.00,305.00,30.10,4.00
44950.00,2.00,24987.00,1.00,315.00,29.40,4.00
15500.00,2.00,39780.00,2.00,195.00,47.10,2.00
9350.00,2.00,50765.00,2.00,125.00,58.90,2.00
5295.00,1.00,68470.00,1.00,150.00,48.70,1.40
8599.00,1.00,40646.00,2.00,0.00,74.30,1.60
10099.00,1.00,70070.00,2.00,0.00,74.30,1.60
19699.00,2.00,41522.00,2.00,200.00,47.90,3.00
10199.00,1.00,19356.00,2.00,0.00,80.70,1.60
10999.00,1.00,72419.00,2.00,20.00,70.60,2.00
15699.00,1.00,52080.00,2.00,145.00,52.30,2.00
13794.00,2.00,56292.00,2.00,150.00,55.40,2.00
15975.00,1.00,55000.00,2.00,160.00,49.60,2.00
14250.00,1.00,63000.00,2.00,125.00,60.10,2.00
14975.00,1.00,34900.00,1.00,30.00,58.90,1.40
12700.00,1.00,55583.00,2.00,20.00,68.90,2.00
15899.00,1.00,10749.00,1.00,145.00,55.40,1.40
10999.00,1.00,89330.00,2.00,30.00,61.40,2.00
17975.00,3.00,50000.00,2.00,30.00,61.40,2.00
10475.00,1.00,69000.00,2.00,145.00,55.40,2.00
19995.00,1.00,27400.00,1.00,265.00,35.80,2.00
13995.00,2.00,40000.00,2.00,125.00,61.40,2.00
11995.00,1.00,12000.00,1.00,0.00,67.30,1.00
11695.00,2.00,41000.00,1.00,30.00,57.60,1.40
13995.00,1.00,31558.00,1.00,20.00,60.10,1.40
11499.00,1.00,21596.00,1.00,0.00,67.30,1.00
15499.00,2.00,52521.00,2.00,145.00,54.30,2.00
10995.00,1.00,65000.00,2.00,150.00,55.40,2.00
6475.00,1.00,75000.00,2.00,20.00,68.90,1.60
12475.00,1.00,55000.00,2.00,30.00,61.40,2.00
8975.00,1.00,70000.00,2.00,125.00,60.10,2.00
7975.00,1.00,75000.00,2.00,145.00,53.30,2.00
25975.00,1.00,60000.00,1.00,555.00,26.40,4.20
6475.00,1.00,50000.00,1.00,145.00,48.70,1.40
9475.00,1.00,60000.00,2.00,125.00,57.60,2.00
9199.00,1.00,52319.00,2.00,0.00,80.70,1.60
17499.00,2.00,69638.00,2.00,300.00,39.20,3.00
12999.00,2.00,54373.00,2.00,200.00,47.90,3.00
14999.00,2.00,18251.00,1.00,30.00,70.60,1.40
19999.00,2.00,18256.00,1.00,260.00,33.20,3.00
16299.00,1.00,38392.00,2.00,145.00,65.70,2.00
19699.00,1.00,9694.00,1.00,145.00,50.40,1.40
13500.00,1.00,49597.00,2.00,125.00,60.10,2.00
13500.00,1.00,18560.00,2.00,20.00,67.30,2.00
14799.00,1.00,39989.00,2.00,0.00,74.30,2.00
10799.00,1.00,42761.00,2.00,0.00,83.10,1.60
12499.00,1.00,58204.00,2.00,0.00,72.40,2.00
9999.00,1.00,50325.00,2.00,0.00,74.30,1.60
15853.00,1.00,55258.00,2.00,30.00,61.40,2.00
17480.00,2.00,51527.00,2.00,145.00,65.70,2.00
4999.00,2.00,55000.00,1.00,265.00,30.40,1.80
7450.00,1.00,38264.00,2.00,30.00,64.20,2.00
6450.00,1.00,73994.00,2.00,30.00,65.70,1.60
6295.00,1.00,107000.00,1.00,125.00,53.30,1.40
6995.00,1.00,65000.00,1.00,125.00,53.30,1.40
14799.00,1.00,51091.00,2.00,20.00,65.70,2.00
10999.00,1.00,30690.00,2.00,0.00,83.10,1.60
8400.00,1.00,41083.00,2.00,0.00,74.30,1.60
8999.00,1.00,83764.00,2.00,20.00,68.90,2.00
21999.00,2.00,44985.00,2.00,300.00,38.20,3.00
19299.00,2.00,38771.00,2.00,145.00,67.30,2.00
19499.00,2.00,48634.00,2.00,200.00,47.10,2.00
10299.00,1.00,34291.00,2.00,0.00,76.30,1.60
16499.00,1.00,16917.00,1.00,145.00,47.10,1.80
14999.00,2.00,53085.00,2.00,145.00,53.30,2.00
14899.00,2.00,49093.00,2.00,30.00,64.20,2.00
16800.00,2.00,42709.00,2.00,200.00,47.90,3.00
19500.00,2.00,22130.00,1.00,145.00,47.90,1.40
17495.00,2.00,35000.00,1.00,300.00,34.90,3.00
21100.00,2.00,40860.00,2.00,200.00,47.10,2.00
13495.00,2.00,21508.00,2.00,125.00,58.90,2.00
5995.00,1.00,90000.00,2.00,30.00,61.40,2.00
6490.00,2.00,43000.00,1.00,325.00,28.80,3.20
11999.00,1.00,25936.00,2.00,0.00,80.70,1.60
10999.00,1.00,55443.00,1.00,30.00,56.50,1.40
14599.00,1.00,14380.00,2.00,0.00,74.30,2.00
9699.00,1.00,82932.00,2.00,20.00,68.90,2.00
13999.00,1.00,18713.00,1.00,145.00,60.10,1.00
25999.00,1.00,21349.00,1.00,200.00,39.80,2.00
10799.00,1.00,36851.00,2.00,0.00,83.10,1.60
13199.00,1.00,14087.00,1.00,30.00,55.40,1.40
8499.00,1.00,87549.00,2.00,20.00,70.60,1.60
12499.00,1.00,31182.00,1.00,125.00,53.30,1.40
10999.00,2.00,52865.00,2.00,0.00,76.30,1.60
2490.00,1.00,323000.00,2.00,200.00,44.10,2.00
13999.00,1.00,44273.00,2.00,30.00,65.70,2.00
11199.00,2.00,86281.00,2.00,125.00,56.50,2.00
10499.00,2.00,65356.00,2.00,20.00,72.40,1.60
14650.00,1.00,8507.00,2.00,145.00,49.60,1.60
14959.00,2.00,32623.00,1.00,30.00,58.90,1.40
16500.00,2.00,4983.00,1.00,160.00,43.50,1.80
5995.00,1.00,101000.00,1.00,555.00,20.30,4.20
11995.00,1.00,34000.00,2.00,20.00,70.60,1.60
12495.00,1.00,16000.00,1.00,30.00,55.40,1.40
12399.00,1.00,56960.00,2.00,30.00,61.40,2.00
14999.00,1.00,30167.00,2.00,30.00,65.70,2.00
11259.00,1.00,84523.00,2.00,20.00,67.30,2.00
9989.00,1.00,55122.00,2.00,0.00,83.10,1.60
19799.00,2.00,23449.00,2.00,145.00,56.50,2.00
16995.00,1.00,25728.00,2.00,145.00,65.70,2.00
10999.00,1.00,31583.00,2.00,0.00,76.30,1.60
11749.00,2.00,82028.00,1.00,30.00,55.40,2.00
11559.00,1.00,34214.00,2.00,20.00,67.30,2.00
10699.00,1.00,16569.00,1.00,0.00,67.30,1.00
9999.00,1.00,31282.00,1.00,0.00,67.30,1.00
5995.00,1.00,83967.00,1.00,300.00,36.20,2.00
14295.00,2.00,63180.00,2.00,125.00,57.60,2.00
16995.00,1.00,33105.00,1.00,145.00,47.10,1.80
8199.00,1.00,77288.00,2.00,0.00,74.30,1.60
11999.00,2.00,36714.00,2.00,0.00,74.30,1.60
13499.00,1.00,54327.00,2.00,20.00,70.60,2.00
13999.00,1.00,17363.00,1.00,20.00,60.10,1.40
15999.00,1.00,46424.00,2.00,30.00,64.20,2.00
17299.00,2.00,47614.00,2.00,200.00,48.70,2.00
3995.00,2.00,130000.00,2.00,200.00,44.80,2.00
21000.00,2.00,25000.00,1.00,145.00,47.90,1.40
10959.00,1.00,25088.00,1.00,125.00,53.30,1.40
13995.00,1.00,24655.00,2.00,145.00,68.90,1.60
11599.00,1.00,34980.00,2.00,0.00,76.30,1.60
9199.00,1.00,81088.00,2.00,145.00,56.50,2.00
19499.00,2.00,47317.00,2.00,145.00,54.30,3.00
8299.00,1.00,51535.00,2.00,20.00,68.90,1.60
8599.00,1.00,47337.00,2.00,0.00,74.30,1.60
11419.00,1.00,36699.00,1.00,30.00,57.60,1.20
10999.00,1.00,56244.00,1.00,20.00,61.40,1.40
15995.00,1.00,22000.00,2.00,30.00,61.40,2.00
3995.00,2.00,136000.00,2.00,240.00,40.40,2.00
17995.00,2.00,30000.00,2.00,200.00,39.80,3.00
9495.00,1.00,55000.00,1.00,200.00,39.80,1.80
16995.00,2.00,91229.00,2.00,300.00,39.20,3.00
54945.00,2.00,23924.00,1.00,570.00,22.80,4.20
19465.00,2.00,69807.00,2.00,125.00,58.90,2.00
27995.00,2.00,24500.00,1.00,150.00,43.50,2.00
27995.00,2.00,48798.00,1.00,305.00,34.90,2.50
7499.00,1.00,81000.00,2.00,0.00,74.30,1.60
20499.00,2.00,36358.00,2.00,200.00,47.10,2.00
12995.00,1.00,12119.00,2.00,30.00,67.30,2.00
15999.00,2.00,52243.00,2.00,200.00,47.10,2.00
11999.00,2.00,81459.00,2.00,145.00,55.40,2.00
9395.00,1.00,113000.00,2.00,135.00,53.30,2.00
6450.00,1.00,98000.00,2.00,160.00,50.40,2.00
7995.00,2.00,74000.00,1.00,570.00,22.80,4.20
7995.00,2.00,93000.00,1.00,325.00,30.70,3.20
12495.00,2.00,93000.00,2.00,200.00,47.90,3.00
2995.00,1.00,128000.00,2.00,200.00,48.70,2.00
7495.00,1.00,120000.00,2.00,165.00,49.60,2.00
10000.00,1.00,97370.00,1.00,30.00,57.60,1.40
14000.00,2.00,56220.00,2.00,30.00,64.20,2.00
14795.00,1.00,65290.00,2.00,150.00,62.80,2.00
10795.00,1.00,78120.00,2.00,30.00,61.40,2.00
10799.00,1.00,41165.00,2.00,0.00,83.10,1.60
12599.00,1.00,33622.00,1.00,20.00,60.10,1.40
13399.00,1.00,35769.00,1.00,30.00,55.40,1.40
29499.00,2.00,43380.00,2.00,200.00,47.90,3.00
14799.00,1.00,51075.00,2.00,30.00,62.80,2.00
11999.00,2.00,75920.00,2.00,235.00,44.10,3.00
5500.00,1.00,87000.00,2.00,0.00,74.30,1.60
2895.00,1.00,129000.00,1.00,325.00,30.80,1.80
3995.00,1.00,123000.00,2.00,160.00,51.30,2.00
2495.00,1.00,122000.00,2.00,150.00,53.30,0.00
6895.00,1.00,103000.00,2.00,165.00,50.40,2.00
11399.00,1.00,50500.00,1.00,30.00,58.90,1.40
20499.00,2.00,29095.00,2.00,145.00,55.40,2.00
9899.00,1.00,57021.00,2.00,0.00,83.10,1.60
13999.00,2.00,59986.00,1.00,300.00,33.20,2.00
19299.00,1.00,20183.00,2.00,145.00,52.30,2.00
13195.00,2.00,37399.00,2.00,20.00,74.30,1.60
7869.00,1.00,72591.00,2.00,0.00,74.30,1.60
21000.00,2.00,23000.00,1.00,125.00,52.30,1.40
70950.00,2.00,5000.00,2.00,145.00,30.10,4.00
14500.00,1.00,20000.00,1.00,150.00,67.30,1.00
15699.00,1.00,45100.00,2.00,30.00,67.30,2.00
13399.00,1.00,16850.00,2.00,0.00,74.30,1.60
20990.00,2.00,27868.00,1.00,145.00,47.90,1.40
19450.00,2.00,27409.00,1.00,125.00,52.30,2.00
15890.00,2.00,17406.00,1.00,145.00,56.50,1.40
13950.00,1.00,58261.00,2.00,20.00,67.30,2.00
5895.00,2.00,62000.00,1.00,330.00,22.40,4.20
15490.00,2.00,8000.00,1.00,20.00,60.10,1.00
9999.00,1.00,69599.00,2.00,30.00,64.20,2.00
10299.00,1.00,69550.00,2.00,125.00,57.60,2.00
16499.00,1.00,20255.00,1.00,235.00,38.70,2.00
13500.00,2.00,29211.00,2.00,0.00,76.30,1.60
27000.00,2.00,8472.00,2.00,150.00,50.40,2.00
47000.00,2.00,6760.00,2.00,145.00,39.20,3.00
45800.00,2.00,10035.00,2.00,145.00,32.80,3.00
59900.00,2.00,17283.00,1.00,150.00,29.40,4.00
47200.00,2.00,2355.00,2.00,150.00,32.80,3.00
24000.00,2.00,14391.00,1.00,150.00,44.10,1.50
26000.00,2.00,10254.00,2.00,150.00,49.60,2.00
25000.00,2.00,3306.00,2.00,150.00,55.40,2.00
22500.00,2.00,22650.00,2.00,150.00,57.60,2.00
12499.00,1.00,17392.00,1.00,30.00,55.40,1.40
10799.00,2.00,79427.00,2.00,20.00,72.40,1.60
11399.00,1.00,27267.00,1.00,30.00,54.30,1.40
9999.00,1.00,34801.00,1.00,20.00,60.10,1.40
8689.00,1.00,86108.00,2.00,20.00,68.90,2.00
12999.00,1.00,22085.00,1.00,30.00,55.40,1.40
13899.00,2.00,40568.00,2.00,20.00,70.60,2.00
13999.00,2.00,50111.00,2.00,200.00,47.10,2.00
13949.00,1.00,39200.00,2.00,20.00,68.90,2.00
14099.00,1.00,65106.00,2.00,20.00,70.60,2.00
10500.00,1.00,116840.00,2.00,125.00,57.60,2.00
11500.00,1.00,72890.00,2.00,145.00,54.30,2.00
11295.00,1.00,92950.00,2.00,145.00,53.30,2.00
11695.00,1.00,88140.00,2.00,20.00,67.30,2.00
20500.00,1.00,6652.00,2.00,145.00,49.60,1.60
14900.00,2.00,30100.00,1.00,165.00,45.60,2.00
23000.00,2.00,4846.00,1.00,150.00,44.80,1.50
14495.00,2.00,87660.00,2.00,160.00,50.40,2.00
10500.00,1.00,44458.00,2.00,0.00,74.30,1.60
13299.00,2.00,67392.00,2.00,20.00,68.90,1.60
11679.00,1.00,75269.00,2.00,20.00,68.90,2.00
11869.00,1.00,22368.00,1.00,0.00,67.30,1.00
10299.00,1.00,49441.00,2.00,0.00,83.10,1.60
9599.00,1.00,31586.00,2.00,0.00,74.30,1.60
30000.00,2.00,43009.00,2.00,235.00,42.20,3.00
29300.00,2.00,39671.00,2.00,235.00,42.20,3.00
16000.00,2.00,57407.00,2.00,125.00,57.60,2.00
24500.00,2.00,6379.00,1.00,150.00,40.90,1.50
13295.00,2.00,44660.00,2.00,0.00,72.40,2.00
6500.00,1.00,126580.00,2.00,30.00,62.80,2.00
8500.00,1.00,64910.00,2.00,0.00,76.30,1.60
12795.00,2.00,120470.00,2.00,30.00,61.40,2.00
7500.00,2.00,128080.00,2.00,145.00,56.50,2.00
10795.00,1.00,94690.00,2.00,125.00,58.90,2.00
21250.00,2.00,16250.00,2.00,145.00,57.70,2.00
22490.00,1.00,3200.00,1.00,145.00,42.20,1.50
33000.00,2.00,7500.00,2.00,145.00,38.20,2.00
24500.00,2.00,17540.00,1.00,145.00,44.80,2.00
14495.00,1.00,43201.00,2.00,20.00,67.30,2.00
33000.00,2.00,9843.00,2.00,145.00,38.20,2.00
32250.00,2.00,13683.00,2.00,145.00,38.20,2.00
19000.00,1.00,19821.00,2.00,165.00,49.60,2.00
16850.00,1.00,37303.00,2.00,30.00,67.30,2.00
23000.00,1.00,5096.00,2.00,145.00,51.40,1.60
28000.00,1.00,85.00,2.00,150.00,40.90,2.00
29000.00,2.00,14430.00,1.00,150.00,31.70,2.00
28900.00,2.00,16363.00,1.00,150.00,31.70,2.00
27500.00,2.00,7626.00,2.00,150.00,47.10,2.00
28000.00,1.00,1000.00,1.00,145.00,40.90,1.50
10995.00,1.00,44000.00,2.00,160.00,49.60,2.00
28000.00,2.00,4887.00,2.00,145.00,47.90,2.00
31495.00,2.00,8450.00,2.00,145.00,44.80,2.00
24500.00,1.00,10881.00,1.00,145.00,40.90,1.50
21000.00,1.00,12800.00,2.00,145.00,52.30,1.60
18000.00,1.00,45478.00,1.00,150.00,50.40,1.40
43000.00,2.00,4650.00,2.00,145.00,40.90,3.00
30000.00,2.00,10021.00,2.00,145.00,39.20,2.00
8995.00,2.00,69000.00,1.00,260.00,36.20,2.00
3895.00,1.00,93000.00,2.00,240.00,43.40,2.00
8600.00,1.00,12000.00,1.00,150.00,67.30,1.00
17490.00,2.00,24000.00,1.00,145.00,47.90,1.40
20850.00,2.00,4000.00,1.00,150.00,54.30,1.40
34000.00,2.00,1000.00,1.00,145.00,31.40,2.00
42000.00,2.00,13121.00,1.00,145.00,32.50,2.90
38000.00,2.00,12219.00,2.00,145.00,47.90,3.00
17000.00,1.00,13272.00,2.00,145.00,64.20,1.60
14500.00,2.00,37290.00,2.00,0.00,72.40,2.00
17500.00,2.00,20103.00,2.00,145.00,70.60,2.00
18500.00,1.00,38266.00,1.00,145.00,49.60,2.00
18000.00,1.00,18668.00,1.00,125.00,49.60,2.00
16750.00,2.00,36617.00,2.00,165.00,50.40,2.00
43000.00,2.00,8824.00,2.00,150.00,33.20,3.00
19750.00,2.00,23787.00,1.00,205.00,40.40,2.00
13000.00,2.00,72800.00,4.00,0.00,176.60,1.40
7895.00,1.00,83390.00,2.00,0.00,80.70,1.60
16295.00,2.00,85780.00,2.00,200.00,47.90,2.00
8500.00,1.00,89060.00,2.00,30.00,67.30,2.00
16000.00,2.00,68250.00,2.00,200.00,44.80,3.00
7000.00,1.00,112380.00,2.00,0.00,74.30,1.60
13295.00,2.00,86910.00,2.00,30.00,67.30,2.00
11000.00,1.00,107150.00,2.00,30.00,61.40,2.00
11195.00,1.00,83490.00,2.00,20.00,70.60,2.00
5295.00,1.00,63899.00,1.00,200.00,40.90,1.60
16950.00,2.00,26000.00,2.00,125.00,61.40,2.00
20750.00,2.00,25000.00,1.00,205.00,42.80,2.00
25000.00,2.00,19000.00,2.00,145.00,61.40,2.00
19995.00,2.00,22000.00,2.00,145.00,61.40,2.00
40000.00,2.00,30600.00,2.00,150.00,33.20,3.00
30500.00,2.00,41348.00,2.00,205.00,47.90,3.00
16500.00,1.00,36102.00,1.00,145.00,49.60,1.40
26500.00,2.00,12190.00,1.00,150.00,38.20,1.50
29000.00,2.00,22710.00,1.00,150.00,40.40,2.00
16950.00,2.00,34000.00,1.00,160.00,44.10,2.00
21950.00,2.00,43000.00,2.00,160.00,50.40,3.00
14699.00,1.00,43124.00,2.00,20.00,72.40,2.00
14599.00,2.00,81707.00,2.00,30.00,64.20,2.00
14999.00,1.00,11973.00,2.00,145.00,70.60,2.00
26500.00,2.00,17000.00,1.00,145.00,44.10,2.00
23000.00,2.00,24724.00,2.00,145.00,56.50,2.00
7695.00,1.00,113500.00,2.00,145.00,54.30,2.00
16975.00,2.00,22929.00,1.00,200.00,42.80,2.00
16795.00,1.00,24021.00,1.00,145.00,52.30,1.40
13995.00,2.00,18833.00,1.00,20.00,62.80,1.00
11495.00,2.00,93820.00,1.00,325.00,30.10,3.00
9995.00,1.00,38000.00,1.00,200.00,43.50,1.80
11490.00,1.00,22000.00,1.00,30.00,55.40,1.40
14490.00,1.00,13000.00,1.00,145.00,55.40,1.40
3450.00,1.00,92500.00,2.00,150.00,53.30,1.90
28000.00,2.00,15441.00,2.00,150.00,50.40,2.00
17850.00,2.00,33808.00,2.00,125.00,57.60,2.00
24000.00,2.00,5775.00,1.00,150.00,40.90,1.50
18500.00,2.00,34545.00,2.00,200.00,48.70,2.00
18099.00,2.00,89165.00,2.00,200.00,47.90,2.00
8499.00,1.00,53566.00,2.00,20.00,67.30,2.00
13199.00,1.00,30981.00,2.00,20.00,64.20,2.00
12199.00,1.00,82023.00,2.00,20.00,70.60,1.60
13999.00,1.00,12290.00,1.00,30.00,55.40,1.40
15999.00,2.00,47990.00,2.00,145.00,67.30,2.00
7850.00,1.00,50750.00,1.00,555.00,27.40,3.20
8995.00,2.00,95000.00,2.00,290.00,37.60,3.00
13495.00,2.00,33800.00,1.00,30.00,57.60,1.40
11490.00,1.00,34000.00,1.00,30.00,55.40,1.40
27000.00,2.00,30549.00,1.00,150.00,40.40,2.00
27000.00,2.00,27403.00,1.00,150.00,40.40,2.00
29750.00,2.00,29169.00,1.00,150.00,40.40,2.00
31000.00,2.00,16780.00,1.00,150.00,40.40,2.00
29000.00,2.00,20527.00,1.00,150.00,40.40,2.00
26250.00,2.00,4694.00,2.00,145.00,47.10,2.00
21000.00,2.00,25521.00,2.00,145.00,53.30,2.00
23000.00,2.00,32497.00,1.00,205.00,39.80,2.00
36000.00,2.00,10189.00,2.00,150.00,38.20,2.00
32500.00,2.00,411.00,1.00,150.00,34.90,2.00
26000.00,2.00,4396.00,2.00,150.00,44.80,2.00
65000.00,2.00,9923.00,2.00,150.00,37.20,4.00
16000.00,1.00,42500.00,2.00,30.00,64.20,1.60
30000.00,2.00,5746.00,1.00,150.00,31.70,2.00
28000.00,2.00,4398.00,2.00,150.00,40.90,2.00
30000.00,2.00,289.00,1.00,150.00,34.90,2.00
34890.00,2.00,3704.00,2.00,150.00,38.20,2.00
45000.00,2.00,6269.00,2.00,145.00,38.70,3.00
44490.00,2.00,12009.00,2.00,145.00,38.70,3.00
14480.00,1.00,18382.00,1.00,30.00,56.50,1.40
74500.00,2.00,28888.00,1.00,570.00,24.10,5.20
14750.00,1.00,46750.00,1.00,145.00,49.60,1.40
32500.00,2.00,175.00,2.00,150.00,38.20,2.00
31000.00,2.00,46463.00,2.00,205.00,47.90,3.00
50000.00,2.00,11000.00,2.00,150.00,33.60,3.00
15000.00,2.00,31670.00,2.00,0.00,72.40,2.00
35390.00,2.00,4537.00,2.00,150.00,38.20,2.00
15390.00,1.00,25580.00,2.00,20.00,68.90,1.60
19790.00,2.00,26821.00,1.00,145.00,52.30,1.40
19790.00,1.00,3555.00,2.00,145.00,49.60,1.60
25690.00,2.00,5195.00,2.00,145.00,48.70,2.00
15495.00,1.00,49245.00,2.00,20.00,65.70,2.00
19295.00,2.00,33632.00,1.00,145.00,50.40,1.40
57895.00,2.00,1255.00,2.00,145.00,32.50,3.00
18495.00,1.00,8695.00,1.00,30.00,58.90,1.40
20000.00,1.00,13433.00,1.00,145.00,48.70,1.40
19495.00,2.00,15815.00,2.00,145.00,51.40,2.00
53000.00,2.00,12336.00,2.00,145.00,32.10,3.00
7900.00,1.00,67409.00,2.00,0.00,74.30,1.60
11950.00,1.00,29190.00,1.00,0.00,67.30,1.00
12250.00,1.00,26517.00,2.00,0.00,76.30,1.60
7500.00,1.00,94366.00,2.00,30.00,64.20,2.00
21115.00,2.00,18803.00,1.00,145.00,41.50,1.50
52495.00,2.00,24439.00,2.00,145.00,39.20,4.00
28000.00,2.00,8000.00,1.00,145.00,41.50,1.50
21000.00,2.00,20073.00,2.00,150.00,61.40,2.00
69890.00,2.00,3350.00,1.00,150.00,29.10,2.90
18490.00,2.00,62890.00,2.00,125.00,61.40,2.00
44490.00,2.00,13602.00,2.00,150.00,32.80,3.00
17800.00,2.00,41478.00,2.00,200.00,47.10,2.00
12450.00,1.00,19952.00,1.00,0.00,67.30,1.00
19000.00,3.00,46965.00,1.00,205.00,40.90,2.00
15650.00,1.00,35437.00,2.00,20.00,67.30,2.00
